automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",Breach,4,global_nelder_mead,100,0,0,1,0,0,0,0,0,0,1.0
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",Breach,4,global_nelder_mead,100,0,0,1,0,0,0,0,0,0,1.8514971193152046
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",Breach,4,global_nelder_mead,100,0,0,1,0,0,0,0,0,0,6.263017363797516
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",Breach,4,global_nelder_mead,100,0,0,1,0,0,0,0,0,0,1.3581920630279996

model,property,algorithm,control points,exploration ratio,budget,seed,success,tries,min simulations,min time,max simulations,max time,avg simulations,avg time,best robustness
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,2 2 3 3 3 4,0.25,100,0,50,50,1,0,29,5,9,1,-17.980199361426514
automatic_transmission,"□_[0.0, 30.0] ((gear == 3.0) ==> (30.0 < speed))",adaptive,2 2 3 3 3 4,0.25,100,0,50,50,1,0,99,18,30,5,-10.20098067004583
automatic_transmission,"□_[0.0, 30.0] ((gear == 4.0) ==> (40.0 < speed))",adaptive,2 2 3 3 3 4,0.25,100,0,50,50,2,0,68,12,22,3,-5.24145448916066
automatic_transmission,"!□_[10.0, 30.0] ((50.0 <= speed) && (speed <= 60.0))",adaptive,2 2 3 3 3 4,0.25,100,0,33,50,7,1,95,17,55,10,-2.0667873250845616
automatic_transmission,"(□_[0.0, 10.0] (speed < 80.0) || ◇_[0.0, 30.0] (4500.0 < RPM))",adaptive,2 2 3 3 3 4,0.25,100,0,50,50,2,0,49,9,20,3,-6.0439516000248545
automatic_transmission,"(□_[0.0, 10.0] (speed < 50.0) || ◇_[0.0, 30.0] (2700.0 < RPM))",adaptive,2 2 3 3 3 4,0.25,100,0,48,50,13,2,97,18,50,9,-1.5044496074318587

model,property,algorithm,control points,solver,budget,exploration ratio,seed,success,tries,min simulations,min time,max simulations,max time,avg simulations,avg time,best robustness
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",Breach,10,cmaes,100,,0,0,1,0,0,0,0,0,0,10.965587992374196
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",Breach,10,global_nelder_mead,100,,0,0,1,0,0,0,0,0,0,10.965587992374196
automatic_transmission,"□_[0.0, 30.0] (speed < 120.0)",adaptive,10 10 10 10 10,,100,0.25,0,0,1,0,0,0,0,0,0,25.85476084724442

