model,property,algorithm,seed,simulations,time,robustness,falsified,control points,budget,exploration ratio,solver
automatic_transmission,"(□_[0.0, 30.0] (RPM < 3000.0) ==> □_[0.0, 20.0] (speed < 70.0))",Breach,0,62.0,65.0,-5.697313422636299,yes,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 3000.0) ==> □_[0.0, 20.0] (speed < 70.0))",Breach,-4962768465676381896,66.0,70.0,-3.05022358353456,yes,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 3000.0) ==> □_[0.0, 20.0] (speed < 70.0))",Breach,4804307197456638271,25.0,26.0,-3.123270232072926,yes,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 3000.0) ==> □_[0.0, 20.0] (speed < 70.0))",Breach,-1034601897293430941,100.0,103.0,-1.0041867527587556,yes,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 3000.0) ==> □_[0.0, 20.0] (speed < 70.0))",Breach,7848011421992302230,25.0,28.0,-3.123270232072926,yes,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 4.0] (speed < 35.0))",Breach,0,100.0,108.0,2.089278242155899,no,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 4.0] (speed < 35.0))",Breach,-4962768465676381896,100.0,108.0,1.6875603798401784,no,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 4.0] (speed < 35.0))",Breach,4804307197456638271,100.0,108.0,2.015824611315878,no,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 4.0] (speed < 35.0))",Breach,-1034601897293430941,100.0,106.0,5.9760168725187945,no,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 4.0] (speed < 35.0))",Breach,7848011421992302230,100.0,109.0,2.015824611315878,no,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 8.0] (speed < 45.0))",Breach,0,100.0,106.0,2.324796807053154,no,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 8.0] (speed < 45.0))",Breach,-4962768465676381896,10.0,11.0,-2.587764218578414,yes,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 8.0] (speed < 45.0))",Breach,4804307197456638271,27.0,29.0,-0.90350527289295,yes,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 8.0] (speed < 45.0))",Breach,-1034601897293430941,100.0,110.0,6.1335028059424985,no,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 8.0] (speed < 45.0))",Breach,7848011421992302230,27.0,32.0,-0.90350527289295,yes,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 20.0] (speed < 70.0))",Breach,0,100.0,109.0,18.02511970735216,no,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 20.0] (speed < 70.0))",Breach,-4962768465676381896,100.0,106.0,14.897729392678215,no,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 20.0] (speed < 70.0))",Breach,4804307197456638271,100.0,107.0,9.349599466443884,no,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 20.0] (speed < 70.0))",Breach,-1034601897293430941,100.0,106.0,22.997035283954652,no,4,100,,cmaes
automatic_transmission,"(□_[0.0, 30.0] (RPM < 2500.0) ==> □_[0.0, 20.0] (speed < 70.0))",Breach,7848011421992302230,100.0,110.0,9.349599466443884,no,4,100,,cmaes

model,property,algorithm,seed,simulations,time,robustness,falsified,control points,budget,exploration ratio
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",0,300.0,85.0,2.5269383377951726,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-7446064760990879566,128.0,17.0,-0.07123578949908449,yes,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-5644552430882816010,300.0,42.0,1.1282239703264452,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",5484207008324692415,300.0,43.0,5.004620990668741,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-2387295122067155920,300.0,42.0,2.720390252717152,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-4073646521134138001,300.0,42.0,4.208589939646892,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-6161692349461847476,300.0,41.0,2.109194166753902,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-1313710702093631253,300.0,42.0,3.304546412178091,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",1548609000088338972,300.0,42.0,2.863485803598863,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-7299737439491554985,300.0,42.0,2.988786337773064,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",7359289455712992502,300.0,43.0,1.9466551580581424,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-3888586049960316438,300.0,43.0,3.4936107347040917,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",1948693038853790883,300.0,44.0,2.979463360932151,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",6481050603950067178,300.0,43.0,2.4038356190602173,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",3156515767452367737,300.0,42.0,3.4829309538037023,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-8792255023326040349,22.0,3.0,-0.19708493394585958,yes,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-57484354058523721,300.0,42.0,2.4412794865091385,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",7936527782206911457,300.0,42.0,3.4540082038432516,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",6092228152762440363,300.0,42.0,4.810723342800756,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",6244197342775398549,300.0,42.0,4.611362783166335,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-76896207705284329,300.0,42.0,1.8645376162080396,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",284155397278195884,300.0,42.0,0.8920267294468545,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",4668636553462580486,300.0,42.0,1.2021067762280495,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",6266784957442301435,300.0,43.0,3.14962416186124,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",4012593771777508486,300.0,42.0,3.775040013264274,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-2953179505538487332,300.0,42.0,0.730900179648529,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-752079270632140777,300.0,42.0,2.687937591870295,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-2156670844315785361,300.0,42.0,2.6059462813220122,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-6976120605764561387,300.0,42.0,2.075907645471645,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",8765282122158247550,300.0,42.0,2.1055018115240784,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",7530634177540884757,300.0,42.0,2.7574903508370383,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",8224083013329050067,300.0,43.0,1.999623511617969,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",3710494874393662499,300.0,42.0,1.6138796592512321,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",4221560891806420524,300.0,42.0,2.0067197668225845,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",2144482691981225991,300.0,42.0,1.0202279524890017,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",7584240410718034874,300.0,42.0,3.266378594885097,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",3744083444740386973,300.0,42.0,0.6906848399145105,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-2319309391383071754,300.0,42.0,2.0568620982543706,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",4508005025050571328,300.0,42.0,2.7893975288196273,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",7228851998989439448,300.0,42.0,1.9088937312856444,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-259375259141938484,300.0,42.0,2.318764131882652,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-383762713592850885,300.0,43.0,1.3760375052462877,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-5055141872046600236,300.0,42.0,1.3064213215124099,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",7916378020412340609,300.0,42.0,2.2417762203476315,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",573660056195502490,300.0,42.0,4.3790558359134835,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-8399017376506140181,300.0,42.0,1.597309961338965,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",-5502531329110348716,300.0,42.0,1.0421643340391,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",8542067580264806555,300.0,42.0,3.07223272126555,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",6419789098021344800,300.0,42.0,2.0344681999171144,no,4,300,
automatic_transmission,"□_[0.0, 5.0] (speed < 60.0)","uniform random",5346286644546699668,300.0,42.0,3.492272429335621,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",0,300.0,44.0,7.8477380606045415,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-7446064760990879566,300.0,45.0,3.641742357485313,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",2660640096327236495,300.0,44.0,6.25200038989604,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",9013186094659412439,300.0,45.0,8.719540810996065,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",6736484060908379297,300.0,45.0,6.174802706928347,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",2412024523081505550,300.0,44.0,5.6120634619028635,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-998948971971237567,300.0,44.0,8.803673790204968,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-8603536844836045384,300.0,44.0,9.16350038931995,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",6910712323359051413,300.0,44.0,8.424510255524723,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-5580088396411371425,300.0,44.0,6.5452506476826215,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",3835908933267529690,300.0,44.0,5.184487959966319,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",3538418442377313471,300.0,45.0,7.385204113979981,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",7311037152464982660,300.0,44.0,9.005091698305122,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",4758519069225598247,300.0,44.0,7.624767187029164,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-7884957190656726080,300.0,45.0,6.223299049730954,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-7352289279656071959,300.0,44.0,6.154782538445232,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",3246824289411322712,300.0,44.0,8.76108780425939,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-2458494173300514058,300.0,44.0,9.028968129663753,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",7805672277510337551,300.0,45.0,6.310967642304632,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",706745218043169146,300.0,44.0,8.07850441354769,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",6523657692014263959,300.0,44.0,11.313457227247994,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-4243923146865025462,300.0,44.0,7.455756274545777,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-3497471714972447155,300.0,44.0,9.173989455474285,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-4286538485425800503,300.0,44.0,8.02484189517942,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-7401864850917190707,300.0,44.0,6.040213180614856,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-2373351388850092843,300.0,44.0,6.41535643548103,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",4625949331292901689,300.0,44.0,6.488868650786884,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",1845686192167371864,300.0,45.0,6.6437615063664595,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-2681270889228889023,300.0,44.0,7.575538748842746,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",2573857263551919915,300.0,44.0,7.083821835383247,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-8987320366716351156,300.0,45.0,6.7381885652607,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-2924949376532327022,300.0,44.0,9.242605527644756,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-1704889203403270003,300.0,45.0,8.48874167642903,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-3465647191528780023,300.0,44.0,9.023194072201619,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",6794895001651049037,300.0,44.0,8.147173676590128,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-9169770572099086561,300.0,44.0,6.755593725224642,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-7357017537293697496,300.0,44.0,10.273463485264855,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-6377562979958736523,300.0,45.0,6.64398633197149,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-2546112671392434805,300.0,45.0,7.596872617296512,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",748194236764985700,300.0,44.0,5.623029151812787,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",4309228504127121497,300.0,44.0,8.545448624194094,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",5974015914963082179,300.0,45.0,10.373953599060854,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-8963007740799153285,300.0,45.0,5.475095841491097,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-1004877666772583703,300.0,44.0,9.34874327831541,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",7369069253874406007,300.0,44.0,7.978602031228135,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-3799097760018077353,300.0,44.0,10.152521041795481,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",5362966786794687455,300.0,44.0,10.284118123315608,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-7162461706866344865,300.0,44.0,7.03325021076634,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-2313850899617798768,300.0,44.0,9.514937328213634,no,4,300,
automatic_transmission,"□_[0.0, 10.0] (speed < 90.0)","uniform random",-7845616548123447250,300.0,44.0,9.4559911330647,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",0,300.0,49.0,12.587505405928155,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-7446064760990879566,300.0,50.0,6.3282354643684755,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",2660640096327236495,300.0,49.0,9.667760553486502,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",9013186094659412439,300.0,49.0,13.105695317472822,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",6736484060908379297,300.0,49.0,9.814151944372057,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",2412024523081505550,300.0,48.0,6.9967719871458485,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-998948971971237567,300.0,49.0,12.82809098938516,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-8603536844836045384,300.0,49.0,12.81193790631211,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",6910712323359051413,300.0,48.0,13.97645156001785,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-5580088396411371425,300.0,49.0,11.050890128963246,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",3835908933267529690,300.0,49.0,8.29567553123539,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",3538418442377313471,300.0,49.0,12.373835706640577,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",7311037152464982660,300.0,49.0,13.276731878379081,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",4758519069225598247,300.0,49.0,11.41421464829024,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-7884957190656726080,300.0,49.0,10.496312844596204,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-7352289279656071959,300.0,49.0,8.514687277518206,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",3246824289411322712,300.0,48.0,13.972250306895972,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-2458494173300514058,300.0,49.0,11.931552162448043,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",7805672277510337551,300.0,48.0,10.386354303654471,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",706745218043169146,300.0,48.0,10.727321132889571,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",6523657692014263959,300.0,49.0,17.11499596883779,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-4243923146865025462,300.0,50.0,10.50010268754012,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-3497471714972447155,300.0,49.0,14.68995835908872,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-4286538485425800503,300.0,48.0,11.637830839430961,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-7401864850917190707,300.0,48.0,10.815134081210502,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-2373351388850092843,300.0,48.0,10.389170067304036,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",4625949331292901689,300.0,48.0,11.297144604937515,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",1845686192167371864,300.0,48.0,11.224775047631368,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-2681270889228889023,300.0,48.0,11.922157105711008,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",2573857263551919915,300.0,48.0,9.921388771088871,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-8987320366716351156,300.0,49.0,11.829503854836688,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-2924949376532327022,300.0,49.0,11.296395142422995,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-1704889203403270003,300.0,48.0,12.950033406401417,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-3465647191528780023,300.0,48.0,13.06004159718114,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",6794895001651049037,300.0,48.0,12.675949586486652,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-9169770572099086561,300.0,48.0,9.578815296503123,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-7357017537293697496,300.0,48.0,14.05434804861683,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-6377562979958736523,300.0,48.0,8.51777878140497,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-2546112671392434805,300.0,49.0,11.035916737473514,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",748194236764985700,300.0,48.0,8.23687697975943,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",4309228504127121497,300.0,49.0,10.867648960124512,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",5974015914963082179,300.0,49.0,14.13174431565804,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-8963007740799153285,300.0,48.0,9.313428222516961,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-1004877666772583703,300.0,48.0,15.711347671023432,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",7369069253874406007,300.0,48.0,10.715732557334533,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-3799097760018077353,300.0,48.0,14.612588918345878,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",5362966786794687455,300.0,48.0,14.150356145868585,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-7162461706866344865,300.0,48.0,9.709184734111972,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-2313850899617798768,300.0,48.0,14.473125137469708,no,4,300,
automatic_transmission,"□_[0.0, 20.0] (speed < 120.0)","uniform random",-7845616548123447250,300.0,48.0,13.624432568495791,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",0,300.0,54.0,11.874203619725563,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-7446064760990879566,300.0,53.0,6.496236654823548,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",2660640096327236495,300.0,53.0,11.411891265482126,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",9013186094659412439,300.0,53.0,13.420078371691801,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",6736484060908379297,300.0,53.0,10.562699149818854,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",2412024523081505550,300.0,53.0,6.791619858219178,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-998948971971237567,300.0,53.0,11.707792153173031,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-8603536844836045384,300.0,53.0,15.31928879548154,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",6910712323359051413,300.0,53.0,14.057483006424832,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-5580088396411371425,300.0,53.0,11.53614442901437,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",3835908933267529690,300.0,53.0,8.491817941088911,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",3538418442377313471,300.0,54.0,12.130699204131446,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",7311037152464982660,300.0,53.0,11.187550088243924,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",4758519069225598247,300.0,53.0,9.733464736453328,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-7884957190656726080,300.0,53.0,13.893990531910106,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-7352289279656071959,300.0,53.0,7.5908995264271795,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",3246824289411322712,300.0,53.0,13.285354874070677,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-2458494173300514058,300.0,53.0,7.790961584281604,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",7805672277510337551,300.0,53.0,12.517770971974684,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",706745218043169146,300.0,53.0,12.851817210290932,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",6523657692014263959,300.0,54.0,15.345593026193995,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-4243923146865025462,300.0,54.0,11.983036341116303,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-3497471714972447155,300.0,53.0,14.731740779591036,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-4286538485425800503,300.0,53.0,10.463242127580017,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-7401864850917190707,300.0,53.0,9.939834214229379,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",-2373351388850092843,300.0,53.0,12.096489527238106,no,4,300,
automatic_transmission,"□_[0.0, 30.0] (speed < 135.0)","uniform random",4625949331292901689,300.0,52.0,9.841306455580352,no,4,300,
